#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        4250   0.0903105   0.0949426 0.000128615
        4251    0.090485   0.0949416 0.000128589
        4252   0.0906721   0.0949406 0.000128563
        4253   0.0908715   0.0949396 0.000128536
        4254   0.0910804   0.0949387 0.000128509
        4255   0.0912979   0.0949378 0.000128482
        4256   0.0915222    0.094937 0.000128454
        4257   0.0917518   0.0949363 0.000128426
        4258   0.0919849   0.0949356 0.000128398
        4259   0.0922186    0.094935 0.000128369
        4260   0.0924524   0.0949344 0.000128341
        4261   0.0926837   0.0949339 0.000128312
        4262   0.0929104   0.0949334 0.000128282
        4263    0.093131    0.094933 0.000128253
        4264   0.0933426   0.0949326 0.000128223
        4265   0.0935433   0.0949323 0.000128194
        4266   0.0937309    0.094932 0.000128164
        4267    0.093903   0.0949317 0.000128134
        4268    0.094059   0.0949315 0.000128104
        4269   0.0941953   0.0949314 0.000128074
        4270   0.0943109   0.0949312 0.000128045
        4271   0.0944042   0.0949311 0.000128015
        4272   0.0944739    0.094931 0.000127985
        4273   0.0945186   0.0949309 0.000127955
        4274    0.094538   0.0949308 0.000127925
        4275   0.0945311   0.0949307 0.000127895
        4276   0.0944966   0.0949306 0.000127865
        4277   0.0944351   0.0949305 0.000127835
        4278   0.0943463   0.0949303 0.000127806
        4279   0.0942313   0.0949302 0.000127776
        4280   0.0940901     0.09493 0.000127746
        4281   0.0939239   0.0949297 0.000127716
        4282   0.0937334   0.0949295 0.000127687
        4283   0.0935201   0.0949291 0.000127658
        4284   0.0932854   0.0949288 0.000127628
        4285   0.0930311   0.0949283 0.000127599
        4286   0.0927588   0.0949278 0.000127571
        4287    0.092471   0.0949272 0.000127542
        4288   0.0921693   0.0949266 0.000127514
        4289   0.0918548   0.0949259 0.000127486
        4290   0.0915299   0.0949251 0.000127459
        4291   0.0911967   0.0949242 0.000127432
        4292   0.0908561   0.0949233 0.000127406
        4293   0.0905111   0.0949222  0.00012738
        4294   0.0901624   0.0949211 0.000127356
        4295    0.089812   0.0949199 0.000127332
        4296   0.0894619   0.0949187 0.000127308
        4297   0.0891127   0.0949173 0.000127286
        4298   0.0887652   0.0949159 0.000127264
        4299   0.0884222   0.0949144 0.000127244
        4300   0.0880839   0.0949128 0.000127224
        4301   0.0877501   0.0949111 0.000127205
        4302   0.0874227   0.0949094 0.000127188
        4303   0.0871021   0.0949076 0.000127171
        4304   0.0867889   0.0949057 0.000127155
        4305   0.0864835   0.0949037 0.000127141
        4306   0.0861863   0.0949017 0.000127127
        4307   0.0858977   0.0948996 0.000127115
        4308   0.0856182   0.0948975 0.000127104
        4309   0.0853474   0.0948952 0.000127094
        4310   0.0850856    0.094893 0.000127085
        4311   0.0848331   0.0948906 0.000127077
        4312   0.0845897   0.0948882  0.00012707
        4313   0.0843551   0.0948858 0.000127064
        4314   0.0841299   0.0948833 0.000127059
        4315   0.0839131   0.0948808 0.000127055
        4316   0.0837051   0.0948782 0.000127051
        4317   0.0835061   0.0948755 0.000127049
        4318   0.0833156   0.0948729 0.000127048
        4319   0.0831332   0.0948701 0.000127048
        4320   0.0829591   0.0948674 0.000127048
        4321   0.0827933   0.0948646  0.00012705
        4322   0.0826354   0.0948618 0.000127052
        4323   0.0824851   0.0948589 0.000127055
        4324   0.0823425    0.094856 0.000127058
        4325   0.0822075   0.0948531 0.000127062
        4326   0.0820792   0.0948501 0.000127067
        4327   0.0819585   0.0948471 0.000127073
        4328   0.0818449   0.0948441 0.000127079
        4329   0.0817387   0.0948411 0.000127086
        4330    0.081639   0.0948381 0.000127093
        4331   0.0815465    0.094835 0.000127101
        4332   0.0814596   0.0948319 0.000127109
        4333   0.0813793   0.0948288 0.000127117
        4334   0.0813054   0.0948257 0.000127126
        4335   0.0812373   0.0948226 0.000127136
        4336   0.0811756   0.0948194 0.000127145
        4337   0.0811199   0.0948162 0.000127155
        4338   0.0810704   0.0948131 0.000127165
        4339   0.0810269   0.0948099 0.000127176
        4340    0.080989   0.0948067 0.000127186
        4341    0.080957   0.0948035 0.000127197
        4342   0.0809308   0.0948003 0.000127208
        4343   0.0809106   0.0947971 0.000127219
        4344   0.0808963   0.0947939  0.00012723
        4345   0.0808872   0.0947907 0.000127241
        4346   0.0808831   0.0947875 0.000127252
        4347   0.0808841   0.0947843 0.000127263
        4348   0.0808907   0.0947811 0.000127273
        4349   0.0809024   0.0947779 0.000127284
        4350   0.0809197   0.0947748 0.000127295
        4351    0.080942   0.0947716 0.000127305
        4352   0.0809689   0.0947684 0.000127315
        4353   0.0810014   0.0947652 0.000127326
        4354   0.0810383   0.0947621 0.000127335
        4355   0.0810807    0.094759 0.000127345
        4356   0.0811279   0.0947558 0.000127354
        4357   0.0811806   0.0947527 0.000127363
        4358    0.081237   0.0947496 0.000127371
        4359   0.0812979   0.0947465  0.00012738
        4360   0.0813638   0.0947435 0.000127387
        4361   0.0814342   0.0947404 0.000127395
        4362    0.081509   0.0947374 0.000127402
        4363   0.0815879   0.0947344 0.000127408
        4364   0.0816712   0.0947314 0.000127414
        4365   0.0817589   0.0947284 0.000127419
        4366   0.0818501   0.0947254 0.000127424
        4367    0.081945   0.0947225 0.000127429
        4368    0.082044   0.0947196 0.000127433
        4369   0.0821471   0.0947167 0.000127436
        4370    0.082253   0.0947139 0.000127439
        4371   0.0823632   0.0947111 0.000127441
        4372   0.0824767   0.0947083 0.000127443
        4373   0.0825935   0.0947055 0.000127443
        4374    0.082713   0.0947027 0.000127444
        4375   0.0828359      0.0947 0.000127444
        4376   0.0829615   0.0946973 0.000127443
        4377     0.08309   0.0946947 0.000127441
        4378   0.0832212   0.0946921 0.000127439
        4379   0.0833551   0.0946895 0.000127436
        4380   0.0834915   0.0946869 0.000127433
        4381   0.0836305   0.0946844 0.000127429
        4382   0.0837723   0.0946819 0.000127424
        4383   0.0839162   0.0946795 0.000127418
        4384   0.0840624    0.094677 0.000127412
        4385   0.0842116   0.0946747 0.000127406
        4386   0.0843631   0.0946723 0.000127398
        4387    0.084517     0.09467  0.00012739
        4388   0.0846738   0.0946677 0.000127382
        4389   0.0848333   0.0946655 0.000127372
        4390    0.084996   0.0946633 0.000127362
        4391   0.0851618   0.0946611 0.000127352
        4392   0.0853309    0.094659  0.00012734
        4393   0.0855044   0.0946569 0.000127329
        4394   0.0856824   0.0946548 0.000127316
        4395   0.0858646   0.0946528 0.000127303
        4396   0.0860518   0.0946509 0.000127289
        4397   0.0862439    0.094649 0.000127274
        4398    0.086442   0.0946471 0.000127259
        4399   0.0866468   0.0946453 0.000127243
        4400   0.0868584   0.0946435 0.000127226
        4401   0.0870783   0.0946418 0.000127209
        4402   0.0873062   0.0946401 0.000127191
        4403   0.0875432   0.0946385 0.000127172
        4404   0.0877898    0.094637 0.000127153
        4405    0.088047   0.0946355 0.000127133
        4406   0.0883154    0.094634 0.000127112
        4407   0.0885953   0.0946327 0.000127091
        4408   0.0888881   0.0946314 0.000127069
        4409    0.089194   0.0946301 0.000127046
        4410   0.0895134    0.094629 0.000127022
        4411   0.0898469   0.0946279 0.000126998
        4412   0.0901951   0.0946269 0.000126973
        4413   0.0905584    0.094626 0.000126948
        4414    0.090936   0.0946251 0.000126922
        4415    0.091328   0.0946244 0.000126895
        4416   0.0917345   0.0946237 0.000126868
        4417   0.0921542   0.0946232 0.000126841
        4418   0.0925865   0.0946227 0.000126813
        4419   0.0930307   0.0946223 0.000126785
        4420   0.0934843   0.0946221 0.000126756
        4421   0.0939458   0.0946219 0.000126728
        4422    0.094413   0.0946219 0.000126699
        4423   0.0948825   0.0946219  0.00012667
        4424   0.0953523   0.0946221 0.000126642
        4425   0.0958193   0.0946224 0.000126614
        4426    0.096279   0.0946228 0.000126586
        4427   0.0967284   0.0946232 0.000126558
        4428   0.0971623   0.0946238 0.000126531
        4429    0.097577   0.0946245 0.000126504
        4430   0.0979681   0.0946252 0.000126477
        4431   0.0983323   0.0946261 0.000126452
        4432   0.0986647    0.094627 0.000126426
        4433    0.098962    0.094628 0.000126402
        4434   0.0992215    0.094629 0.000126377
        4435   0.0994397   0.0946301 0.000126354
        4436   0.0996138   0.0946312  0.00012633
        4437   0.0997439   0.0946324 0.000126307
        4438   0.0998285   0.0946335 0.000126284
        4439   0.0998679   0.0946347 0.000126261
        4440   0.0998628   0.0946359 0.000126238
        4441   0.0998147    0.094637 0.000126215
        4442   0.0997263   0.0946382 0.000126192
        4443   0.0995998   0.0946393 0.000126168
        4444   0.0994392   0.0946404 0.000126144
        4445   0.0992485   0.0946414  0.00012612
        4446   0.0990324   0.0946424 0.000126096
        4447   0.0987954   0.0946433 0.000126071
        4448   0.0985428   0.0946442 0.000126046
        4449   0.0982792    0.094645  0.00012602
        4450   0.0980095   0.0946458 0.000125994
        4451   0.0977383   0.0946465 0.000125968
        4452   0.0974708   0.0946471 0.000125941
        4453   0.0972114   0.0946477 0.000125914
        4454   0.0969632   0.0946482 0.000125887
        4455   0.0967301   0.0946487 0.000125859
        4456   0.0965156   0.0946491 0.000125832
        4457   0.0963223   0.0946495 0.000125804
        4458   0.0961521   0.0946498 0.000125776
        4459   0.0960077   0.0946501 0.000125748
        4460   0.0958907   0.0946504 0.000125721
        4461   0.0958013   0.0946507 0.000125693
        4462   0.0957412   0.0946509 0.000125665
        4463   0.0957097   0.0946511 0.000125637
        4464   0.0957078   0.0946514 0.000125609
        4465   0.0957343   0.0946516 0.000125581
        4466   0.0957889   0.0946519 0.000125553
        4467   0.0958699   0.0946521 0.000125525
        4468   0.0959764   0.0946524 0.000125498
        4469   0.0961069   0.0946528  0.00012547
        4470   0.0962591   0.0946531 0.000125442
        4471   0.0964313   0.0946535 0.000125415
        4472   0.0966211    0.094654 0.000125388
        4473   0.0968257   0.0946545 0.000125361
        4474   0.0970419    0.094655 0.000125334
        4475   0.0972676   0.0946556 0.000125307
        4476    0.097499   0.0946562 0.000125281
        4477    0.097733   0.0946569 0.000125254
        4478   0.0979662   0.0946576 0.000125229
        4479   0.0981966   0.0946584 0.000125203
        4480   0.0984207   0.0946593 0.000125178
        4481    0.098635   0.0946601 0.000125153
        4482   0.0988363   0.0946611 0.000125129
        4483   0.0990226   0.0946621 0.000125105
        4484   0.0991918   0.0946631 0.000125081
        4485   0.0993421   0.0946641 0.000125057
        4486   0.0994713   0.0946652 0.000125034
        4487   0.0995783   0.0946663 0.000125011
        4488   0.0996621   0.0946674 0.000124988
        4489   0.0997222   0.0946685 0.000124965
        4490   0.0997585   0.0946696 0.000124943
        4491   0.0997712   0.0946708  0.00012492
        4492   0.0997617   0.0946719 0.000124897
        4493   0.0997306    0.094673 0.000124875
        4494   0.0996784   0.0946742 0.000124852
        4495   0.0996077   0.0946753 0.000124829
        4496   0.0995204   0.0946763 0.000124806
        4497   0.0994188   0.0946774 0.000124782
        4498   0.0993042   0.0946784 0.000124759
        4499   0.0991799   0.0946794 0.000124735
        4500   0.0990478   0.0946804 0.000124711
        4501   0.0989101   0.0946813 0.000124687
        4502   0.0987697   0.0946822 0.000124663
        4503   0.0986285   0.0946831 0.000124638
        4504   0.0984883    0.094684 0.000124613
        4505   0.0983507   0.0946848 0.000124588
        4506   0.0982182   0.0946856 0.000124563
        4507   0.0980918   0.0946863 0.000124538
        4508   0.0979739    0.094687 0.000124512
        4509   0.0978648   0.0946877 0.000124487
        4510   0.0977661   0.0946884 0.000124461
        4511   0.0976786   0.0946891 0.000124435
        4512   0.0976027   0.0946897 0.000124409
        4513   0.0975402   0.0946904 0.000124383
        4514   0.0974901    0.094691 0.000124357
        4515   0.0974521   0.0946916 0.000124331
        4516   0.0974285   0.0946922 0.000124305
        4517   0.0974178   0.0946928 0.000124279
        4518   0.0974198   0.0946934 0.000124253
        4519   0.0974353    0.094694 0.000124227
        4520   0.0974635   0.0946946 0.000124201
        4521   0.0975047   0.0946953 0.000124175
        4522   0.0975578   0.0946959 0.000124149
        4523    0.097623   0.0946965 0.000124124
        4524   0.0976996   0.0946972 0.000124098
        4525   0.0977865   0.0946979 0.000124072
        4526   0.0978844   0.0946986 0.000124047
        4527   0.0979924   0.0946993 0.000124022
        4528   0.0981104   0.0947001 0.000123997
        4529    0.098237   0.0947008 0.000123972
        4530   0.0983719   0.0947017 0.000123947
        4531   0.0985157   0.0947025 0.000123922
        4532   0.0986673   0.0947034 0.000123898
        4533    0.098826   0.0947043 0.000123874
        4534    0.098992   0.0947052  0.00012385
        4535   0.0991643   0.0947062 0.000123827
        4536   0.0993424   0.0947072 0.000123804
        4537   0.0995268   0.0947083 0.000123781
        4538   0.0997168   0.0947094 0.000123759
        4539   0.0999122   0.0947105 0.000123737
        4540    0.100113   0.0947117 0.000123715
        4541    0.100318    0.094713 0.000123694
        4542    0.100527   0.0947142 0.000123674
        4543    0.100741   0.0947156 0.000123654
        4544    0.100959   0.0947169 0.000123634
        4545    0.101181   0.0947184 0.000123615
        4546    0.101407   0.0947198 0.000123597
        4547    0.101636   0.0947214 0.000123579
        4548     0.10187   0.0947229 0.000123562
        4549    0.102107   0.0947246 0.000123545
        4550    0.102347   0.0947262 0.000123529
        4551    0.102591    0.094728 0.000123514
        4552    0.102838   0.0947297   0.0001235
        4553    0.103087   0.0947316 0.000123486
        4554    0.103339   0.0947335 0.000123474
        4555    0.103594   0.0947354 0.000123462
        4556    0.103851   0.0947374 0.000123451
        4557     0.10411   0.0947395 0.000123441
        4558    0.104371   0.0947416 0.000123432
        4559    0.104633   0.0947438 0.000123424
        4560    0.104895    0.094746 0.000123417
        4561    0.105158   0.0947483 0.000123411
        4562     0.10542   0.0947506 0.000123406
        4563    0.105679    0.094753 0.000123402
        4564    0.105935   0.0947554   0.0001234
        4565    0.106188    0.094758 0.000123398
        4566    0.106435   0.0947605 0.000123398
        4567    0.106675   0.0947631 0.000123398
        4568    0.106907   0.0947658   0.0001234
        4569    0.107129   0.0947685 0.000123402
        4570    0.107339   0.0947712 0.000123406
        4571    0.107534    0.094774 0.000123411
        4572    0.107712   0.0947769 0.000123416
        4573    0.107872   0.0947797 0.000123422
        4574    0.108012   0.0947826 0.000123429
        4575    0.108128   0.0947855 0.000123437
        4576    0.108219   0.0947885 0.000123445
        4577    0.108281   0.0947914 0.000123453
        4578    0.108315   0.0947944 0.000123461
        4579    0.108317   0.0947973  0.00012347
        4580    0.108285   0.0948003 0.000123478
        4581    0.108219   0.0948032 0.000123486
        4582    0.108117   0.0948061 0.000123493
        4583    0.107978    0.094809 0.000123499
        4584    0.107801   0.0948118 0.000123505
        4585    0.107587   0.0948146 0.000123509
        4586    0.107336   0.0948173 0.000123513
        4587    0.107049     0.09482 0.000123514
        4588    0.106726   0.0948226 0.000123515
        4589    0.106368   0.0948251 0.000123514
        4590    0.105977   0.0948275  0.00012351
        4591    0.105555   0.0948299 0.000123506
        4592    0.105105   0.0948321 0.000123499
        4593    0.104628   0.0948342 0.000123491
        4594    0.104126   0.0948363  0.00012348
        4595    0.103604   0.0948382 0.000123468
        4596    0.103062     0.09484 0.000123454
        4597    0.102505   0.0948416 0.000123439
        4598    0.101934   0.0948432 0.000123421
        4599    0.101353   0.0948446 0.000123403
        4600    0.100763   0.0948459 0.000123383
        4601    0.100169    0.094847 0.000123361
        4602   0.0995712   0.0948481 0.000123339
        4603   0.0989724   0.0948489 0.000123315
        4604   0.0983749   0.0948497 0.000123291
        4605   0.0977803   0.0948504 0.000123266
        4606   0.0971902   0.0948509  0.00012324
        4607   0.0966063   0.0948512 0.000123214
        4608   0.0960299   0.0948515 0.000123187
        4609   0.0954625   0.0948516 0.000123161
        4610   0.0949049   0.0948516 0.000123134
        4611   0.0943575   0.0948515 0.000123107
        4612   0.0938219   0.0948513 0.000123081
        4613   0.0932978    0.094851 0.000123055
        4614   0.0927861   0.0948505 0.000123029
        4615   0.0922881     0.09485 0.000123003
        4616   0.0918032   0.0948493 0.000122978
        4617   0.0913317   0.0948485 0.000122954
        4618   0.0908747   0.0948477  0.00012293
        4619   0.0904311   0.0948467 0.000122908
        4620   0.0900013   0.0948457 0.000122885
        4621   0.0895844   0.0948445 0.000122864
        4622   0.0891816   0.0948433 0.000122844
        4623   0.0887922    0.094842 0.000122824
        4624   0.0884154   0.0948406 0.000122805
        4625   0.0880524   0.0948392 0.000122788
        4626   0.0877023   0.0948376 0.000122771
        4627   0.0873643    0.094836 0.000122755
        4628   0.0870392   0.0948343  0.00012274
        4629   0.0867264   0.0948326 0.000122726
        4630   0.0864249   0.0948307 0.000122713
        4631    0.086135   0.0948289 0.000122701
        4632   0.0858564   0.0948269 0.000122689
        4633   0.0855886   0.0948249 0.000122679
        4634    0.085332   0.0948229  0.00012267
        4635   0.0850855   0.0948208 0.000122661
        4636   0.0848491   0.0948186 0.000122654
        4637    0.084622   0.0948164 0.000122647
        4638    0.084405   0.0948142 0.000122641
        4639   0.0841972   0.0948119 0.000122636
        4640   0.0839985   0.0948096 0.000122632
        4641   0.0838078   0.0948072 0.000122628
        4642   0.0836251   0.0948048 0.000122625
        4643   0.0834509   0.0948023 0.000122623
        4644   0.0832846   0.0947999 0.000122622
        4645    0.083126   0.0947974 0.000122621
        4646   0.0829738   0.0947948 0.000122621
        4647   0.0828295   0.0947922 0.000122622
        4648   0.0826915   0.0947896 0.000122623
        4649   0.0825604    0.094787 0.000122625
        4650   0.0824362   0.0947843 0.000122628
        4651   0.0823174   0.0947817  0.00012263
        4652   0.0822048    0.094779 0.000122634
        4653   0.0820975   0.0947762 0.000122638
        4654   0.0819957   0.0947735 0.000122642
        4655   0.0818994   0.0947707 0.000122647
        4656   0.0818075   0.0947679 0.000122652
        4657   0.0817208   0.0947651 0.000122658
        4658   0.0816384   0.0947623 0.000122664
        4659   0.0815611   0.0947595  0.00012267
        4660   0.0814877   0.0947566 0.000122677
        4661   0.0814182   0.0947538 0.000122684
        4662   0.0813534   0.0947509 0.000122692
        4663   0.0812919    0.094748 0.000122699
        4664   0.0812343   0.0947451 0.000122707
        4665   0.0811798   0.0947422 0.000122715
        4666   0.0811284   0.0947393 0.000122724
        4667   0.0810806   0.0947364 0.000122732
        4668   0.0810362   0.0947334 0.000122741
        4669   0.0809948   0.0947305  0.00012275
        4670   0.0809562   0.0947275 0.000122759
        4671   0.0809205   0.0947246 0.000122768
        4672   0.0808871   0.0947216 0.000122778
        4673   0.0808563   0.0947187 0.000122787
        4674   0.0808277   0.0947157 0.000122797
        4675   0.0808017   0.0947127 0.000122807
        4676   0.0807778   0.0947097 0.000122817
        4677   0.0807558   0.0947067 0.000122827
        4678   0.0807357   0.0947038 0.000122837
        4679   0.0807174   0.0947008 0.000122847
        4680   0.0807012   0.0946978 0.000122857
        4681   0.0806867   0.0946948 0.000122867
        4682   0.0806733   0.0946918 0.000122878
        4683   0.0806617   0.0946888 0.000122888
        4684   0.0806516   0.0946858 0.000122898
        4685   0.0806427   0.0946828 0.000122908
        4686   0.0806351   0.0946798 0.000122919
        4687   0.0806291   0.0946768 0.000122929
        4688   0.0806245   0.0946738 0.000122939
        4689   0.0806209   0.0946708  0.00012295
        4690   0.0806187   0.0946678  0.00012296
        4691   0.0806173   0.0946648  0.00012297
        4692   0.0806162   0.0946618 0.000122981
        4693   0.0806172   0.0946588 0.000122991
        4694   0.0806188   0.0946558 0.000123001
        4695    0.080621   0.0946528 0.000123011
        4696   0.0806246   0.0946499 0.000123021
        4697   0.0806291   0.0946469 0.000123031
        4698   0.0806349   0.0946439 0.000123041
        4699   0.0806412   0.0946409 0.000123051
        4700   0.0806483   0.0946379 0.000123061
        4701   0.0806563    0.094635 0.000123071
        4702   0.0806652    0.094632  0.00012308
        4703   0.0806748    0.094629  0.00012309
        4704   0.0806851   0.0946261 0.000123099
        4705   0.0806965   0.0946231 0.000123109
        4706   0.0807088   0.0946201 0.000123118
        4707   0.0807221   0.0946172 0.000123127
        4708   0.0807361   0.0946142 0.000123137
        4709   0.0807509   0.0946113 0.000123146
        4710   0.0807662   0.0946084 0.000123154
        4711   0.0807829   0.0946054 0.000123163
        4712   0.0808003   0.0946025 0.000123172
        4713   0.0808194   0.0945996 0.000123181
        4714   0.0808385   0.0945966 0.000123189
        4715   0.0808591   0.0945937 0.000123197
        4716   0.0808807   0.0945908 0.000123206
        4717   0.0809032   0.0945879 0.000123214
        4718   0.0809267    0.094585 0.000123221
        4719   0.0809521   0.0945821 0.000123229
        4720   0.0809784   0.0945793 0.000123237
        4721   0.0810057   0.0945764 0.000123244
        4722   0.0810336   0.0945735 0.000123252
        4723   0.0810629   0.0945707 0.000123259
        4724   0.0810936   0.0945678 0.000123266
        4725   0.0811265    0.094565 0.000123272
        4726   0.0811602   0.0945621 0.000123279
        4727   0.0811957   0.0945593 0.000123285
        4728   0.0812323   0.0945565 0.000123291
        4729   0.0812703   0.0945537 0.000123297
        4730   0.0813102   0.0945509 0.000123303
        4731   0.0813519   0.0945481 0.000123308
        4732   0.0813953   0.0945453 0.000123314
        4733   0.0814401   0.0945425 0.000123319
        4734   0.0814869   0.0945398 0.000123324
        4735    0.081535    0.094537 0.000123328
        4736   0.0815853   0.0945343 0.000123332
        4737   0.0816373   0.0945316 0.000123336
        4738   0.0816915   0.0945289  0.00012334
        4739   0.0817471   0.0945262 0.000123344
        4740   0.0818047   0.0945235 0.000123347
        4741    0.081865   0.0945208  0.00012335
        4742   0.0819267   0.0945181 0.000123352
        4743   0.0819907   0.0945155 0.000123354
        4744   0.0820567   0.0945129 0.000123356
        4745   0.0821255   0.0945103 0.000123358
        4746   0.0821962   0.0945077 0.000123359
        4747   0.0822688   0.0945051  0.00012336
        4748   0.0823438   0.0945025 0.000123361
        4749   0.0824214      0.0945 0.000123361
        4750   0.0825011   0.0944975 0.000123361
        4751   0.0825831    0.094495 0.000123361
        4752   0.0826675   0.0944925  0.00012336
        4753   0.0827541     0.09449 0.000123358
        4754   0.0828434   0.0944875 0.000123357
        4755   0.0829351   0.0944851 0.000123355
        4756   0.0830293   0.0944827 0.000123352
        4757   0.0831264   0.0944803  0.00012335
        4758   0.0832256    0.094478 0.000123346
        4759   0.0833274   0.0944756 0.000123343
        4760   0.0834315   0.0944733 0.000123339
        4761   0.0835386    0.094471 0.000123334
        4762   0.0836483   0.0944687 0.000123329
        4763     0.08376   0.0944665 0.000123324
        4764   0.0838748   0.0944643 0.000123318
        4765   0.0839922   0.0944621 0.000123312
        4766   0.0841124   0.0944599 0.000123305
        4767   0.0842356   0.0944577 0.000123298
        4768   0.0843613   0.0944556  0.00012329
        4769   0.0844901   0.0944535 0.000123282
        4770   0.0846221   0.0944515 0.000123273
        4771   0.0847565   0.0944494 0.000123264
        4772    0.084894   0.0944474 0.000123254
        4773   0.0850345   0.0944455 0.000123244
        4774   0.0851785   0.0944435 0.000123234
        4775   0.0853258   0.0944416 0.000123223
        4776   0.0854772   0.0944397 0.000123211
        4777   0.0856312   0.0944379 0.000123199
        4778   0.0857888   0.0944361 0.000123187
        4779   0.0859504   0.0944343 0.000123174
        4780   0.0861162   0.0944326  0.00012316
        4781   0.0862862   0.0944309 0.000123146
        4782    0.086461   0.0944292 0.000123132
        4783   0.0866402   0.0944276 0.000123117
        4784   0.0868244    0.094426 0.000123102
        4785   0.0870133   0.0944244 0.000123086
        4786   0.0872077   0.0944229 0.000123069
        4787   0.0874081   0.0944215 0.000123052
        4788   0.0876153     0.09442 0.000123035
        4789    0.087829   0.0944187 0.000123017
        4790   0.0880504   0.0944173 0.000122998
        4791   0.0882787    0.094416 0.000122979
        4792    0.088515   0.0944148  0.00012296
        4793   0.0887597   0.0944136  0.00012294
        4794   0.0890127   0.0944125 0.000122919
        4795   0.0892758   0.0944114 0.000122898
        4796    0.089549   0.0944104 0.000122877
        4797   0.0898329   0.0944095 0.000122855
        4798   0.0901277   0.0944086 0.000122832
        4799    0.090434   0.0944077  0.00012281
        4800   0.0907528    0.094407 0.000122786
        4801   0.0910832   0.0944063 0.000122763
        4802   0.0914272   0.0944057 0.000122739
        4803   0.0917847   0.0944051 0.000122714
        4804   0.0921552   0.0944047  0.00012269
        4805   0.0925402   0.0944043 0.000122665
        4806   0.0929393    0.094404  0.00012264
        4807   0.0933523   0.0944037 0.000122614
        4808     0.09378   0.0944036 0.000122589
        4809   0.0942208   0.0944036 0.000122563
        4810   0.0946758   0.0944036 0.000122538
        4811   0.0951435   0.0944038 0.000122513
        4812   0.0956231    0.094404 0.000122487
        4813   0.0961141   0.0944044 0.000122463
        4814   0.0966145   0.0944049 0.000122438
        4815   0.0971238   0.0944054 0.000122414
        4816   0.0976397   0.0944061  0.00012239
        4817   0.0981602   0.0944069 0.000122367
        4818   0.0986827   0.0944078 0.000122345
        4819   0.0992052   0.0944088 0.000122324
        4820   0.0997245   0.0944099 0.000122303
        4821    0.100238   0.0944111 0.000122284
        4822    0.100742   0.0944124 0.000122266
        4823    0.101233   0.0944138 0.000122249
        4824    0.101707   0.0944153 0.000122233
        4825    0.102161   0.0944169 0.000122218
        4826    0.102592   0.0944186 0.000122204
        4827    0.102996   0.0944204 0.000122192
        4828    0.103369   0.0944222  0.00012218
        4829    0.103709   0.0944242  0.00012217
        4830    0.104013   0.0944261 0.000122161
        4831    0.104277   0.0944282 0.000122153
        4832    0.104501   0.0944303 0.000122145
        4833    0.104683   0.0944324 0.000122139
        4834     0.10482   0.0944345 0.000122132
        4835    0.104915   0.0944367 0.000122126
        4836    0.104965   0.0944389  0.00012212
        4837    0.104973   0.0944411 0.000122114
        4838    0.104938   0.0944432 0.000122108
        4839    0.104863   0.0944454 0.000122102
        4840    0.104749   0.0944475 0.000122096
        4841      0.1046   0.0944496 0.000122088
        4842    0.104418   0.0944517 0.000122081
        4843    0.104207   0.0944537 0.000122072
        4844     0.10397   0.0944557 0.000122063
        4845    0.103708   0.0944576 0.000122052
        4846    0.103426   0.0944594 0.000122041
        4847    0.103129   0.0944612 0.000122029
        4848    0.102817   0.0944629 0.000122016
        4849    0.102496   0.0944646 0.000122002
        4850    0.102167   0.0944662 0.000121987
        4851    0.101835   0.0944677 0.000121972
        4852    0.101501   0.0944691 0.000121955
        4853    0.101167   0.0944705 0.000121938
        4854    0.100837   0.0944718  0.00012192
        4855    0.100511   0.0944731 0.000121901
        4856     0.10019   0.0944743 0.000121882
        4857   0.0998781   0.0944754 0.000121862
        4858   0.0995737   0.0944764 0.000121841
        4859   0.0992788   0.0944774  0.00012182
        4860   0.0989936   0.0944783 0.000121798
        4861    0.098719   0.0944792 0.000121776
        4862    0.098455     0.09448 0.000121754
        4863   0.0982015   0.0944808 0.000121731
        4864   0.0979587   0.0944815 0.000121709
        4865   0.0977267   0.0944822 0.000121685
        4866    0.097506   0.0944828 0.000121662
        4867    0.097295   0.0944834 0.000121638
        4868   0.0970947   0.0944839 0.000121615
        4869   0.0969044   0.0944844 0.000121591
        4870    0.096724   0.0944849 0.000121566
        4871   0.0965528   0.0944853 0.000121542
        4872   0.0963914   0.0944857 0.000121518
        4873   0.0962401    0.094486 0.000121494
        4874   0.0960989   0.0944864 0.000121469
        4875   0.0959671   0.0944867 0.000121445
        4876   0.0958464   0.0944869  0.00012142
        4877   0.0957362   0.0944872 0.000121395
        4878   0.0956376   0.0944874 0.000121371
        4879   0.0955515   0.0944877 0.000121346
        4880   0.0954788   0.0944879 0.000121321
        4881   0.0954204   0.0944881 0.000121297
        4882   0.0953781   0.0944882 0.000121272
        4883   0.0953531   0.0944884 0.000121247
        4884   0.0953472   0.0944886 0.000121222
        4885   0.0953629   0.0944888 0.000121198
        4886   0.0954013    0.094489 0.000121173
        4887   0.0954654   0.0944892 0.000121148
        4888   0.0955575   0.0944894 0.000121124
        4889   0.0956803   0.0944896 0.000121099
        4890   0.0958367   0.0944899 0.000121075
        4891   0.0960299   0.0944902 0.000121051
        4892   0.0962635   0.0944906 0.000121026
        4893   0.0965403    0.094491 0.000121002
        4894   0.0968641   0.0944915 0.000120979
